station id, station name, valid,povp. T [°C],povp. rel. vla. [%],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:00,24.6,40,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:10,24.2,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:20,24,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:30,23.8,42,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:40,23.6,42,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:50,23.4,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:00,23,44,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:10,22.6,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:20,22.2,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:30,22,47,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:40,22.1,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:50,21.9,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:00,21.9,46,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:10,21.8,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:20,21.6,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:30,21.3,48,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:40,21,50,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:50,20.8,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:00,20.5,52,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:10,20.1,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:20,19.9,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:30,19.7,56,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:40,19.4,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:50,19.4,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:00,18.9,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:10,18.5,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:20,18.1,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:30,17.8,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:40,17.8,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:50,17.7,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:00,17.5,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:10,17.5,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:20,17.5,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:30,17.3,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:40,17.2,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:50,17.1,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:00,16.9,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:10,16.8,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:20,16.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:30,16.8,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:40,16.6,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:50,16.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:00,16.6,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:10,16.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:20,16.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:30,16.6,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:40,16.5,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:50,16.2,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:00,16,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:10,15.9,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:20,15.8,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:30,15.8,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:40,15.7,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:50,15.5,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:00,15.4,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:10,15.3,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:20,15.3,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:30,15.4,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:40,15.3,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:50,15.3,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:00,15.3,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:10,15.4,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:20,15.6,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:30,16,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:40,16.3,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:50,16.3,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:00,16.4,75,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:10,16.5,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:20,16.9,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:30,17.3,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:40,17.9,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:50,18.1,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:00,18.6,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:10,19.3,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:20,20.1,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:30,20.8,58,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:40,21.5,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:50,22.2,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:00,22.7,52,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:10,23.2,49,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:20,24.1,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:30,24.8,43,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:40,25.7,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:50,25.8,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:00,25.6,40,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:10,25.6,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:20,26,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:30,26.4,37,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:40,27.2,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:50,27.5,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:00,27.7,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:10,28.1,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:20,28.9,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:30,29.8,29,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:40,29.7,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:50,29.5,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:00,29.4,30,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:10,29.6,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:20,30,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:30,29.8,28,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:40,29.9,28,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:50,30.4,28,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:00,30.5,28,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:10,30.5,27,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:20,30.8,27,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:30,30.7,27,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:40,30.5,27,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:50,30.5,27,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:00,30.3,27,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:10,30.2,28,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:20,30.9,27,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:30,31.5,26,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:40,31.8,26,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:50,32.1,25,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:00,32,25,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:10,31.5,26,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:20,31.4,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:30,29.8,38,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:40,28.4,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 15:50,27.5,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:00,28,46,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:10,28.5,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:20,28.3,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:30,27.9,47,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:40,28.5,44,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 16:50,28.9,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:00,28.4,44,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:10,28.6,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:20,28.3,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:30,28.3,43,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:40,28,44,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 17:50,27.8,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:00,27.5,47,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:10,27.2,49,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:20,27,50,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:30,26.8,52,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:40,26.6,53,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 18:50,26.4,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:00,26.1,55,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:10,25.8,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:20,25.6,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:30,25.3,58,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:40,25.1,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 19:50,24.9,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:00,24.7,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:10,24.6,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:20,24.4,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:30,24.3,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:40,24.2,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 20:50,23.9,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:00,23.7,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:10,23.6,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:20,23.4,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:30,23.3,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:40,23.1,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 21:50,23.1,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:00,22.9,65,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:10,22.7,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:20,22.5,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:30,22.6,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:40,22.4,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 22:50,22.2,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:00,22.1,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:10,21.9,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:20,21.6,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:30,21.5,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:40,21.4,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 23:50,21.2,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:00,20.9,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:10,20.7,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:20,20.6,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:30,20.5,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:40,20.3,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 00:50,20.1,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:00,20,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:10,19.8,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:20,19.9,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:30,20,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:40,19.9,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 01:50,19.7,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:00,19.4,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:10,19.3,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:20,19.1,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:30,19,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:40,18.9,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 02:50,19,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:00,18.8,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:10,18.8,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:20,18.9,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:30,18.9,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:40,18.9,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 03:50,18.8,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:00,18.8,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:10,18.8,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:20,18.9,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:30,19,77,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:40,19.3,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 04:50,19.4,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:00,19.6,73,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:10,19.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:20,19.4,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:30,18.9,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:40,18.6,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 05:50,18.5,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:00,18.3,83,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:10,18.4,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:20,18.4,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:30,18.6,82,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:40,18.8,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 06:50,19,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:00,19.1,82,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:10,19.1,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:20,19.2,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:30,19.4,81,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:40,19.5,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 07:50,19.3,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:00,19.2,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:10,19.1,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:20,19.2,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:30,19.5,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:40,19.8,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 08:50,20,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:00,20.3,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:10,20.8,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:20,21.2,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:30,21.9,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:40,22.5,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 09:50,22.6,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:00,23.3,57,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:10,23.7,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:20,24.3,53,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:30,24.9,52,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:40,25.3,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 10:50,25,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:00,25.6,50,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:10,25.9,48,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:20,26.4,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:30,26.6,46,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:40,27.2,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 11:50,27.1,42,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:00,27.2,42,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:10,27.6,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:20,27.7,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:30,28.5,40,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:40,28.4,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 12:50,28.8,38,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:00,28.9,37,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:10,29.5,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:20,29.7,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:30,29.8,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:40,30.2,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 13:50,29.8,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:00,30,33,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:10,30.3,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:20,30.6,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:30,30.4,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:40,30.7,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 14:50,30.7,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:00,30.6,33,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:10,30.1,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:20,30.8,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:30,31,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:40,30.8,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 15:50,30.7,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:00,30.6,35,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:10,30.6,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:20,30.2,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:30,30.2,36,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:40,29.3,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 16:50,28.9,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:00,29.2,40,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:10,29.2,40,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:20,29,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:30,28.8,42,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:40,28.7,44,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 17:50,28.2,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:00,28,49,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:10,27.7,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:20,27.4,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:30,27.2,54,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:40,27.1,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 18:50,26.9,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:00,26.7,55,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:10,26.5,55,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:20,26.2,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:30,26,57,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:40,25.7,58,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 19:50,25.4,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:00,25.1,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:10,24.9,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:20,24.7,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:30,24.5,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:40,24.4,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 20:50,24.2,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:00,23.9,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:10,23.8,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:20,23.7,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:30,23.6,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:40,23.6,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 21:50,23.5,64,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:00,23.4,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:10,23.2,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:20,23,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:30,22.9,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:40,22.9,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 22:50,22.8,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:00,22.8,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:10,22.7,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:20,22.6,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:30,22.5,73,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:40,22.4,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-16 23:50,22.3,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:00,22.2,75,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:10,21.9,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:20,21.8,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:30,21.7,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:40,21.6,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 00:50,21.8,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:00,21.3,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:10,21.2,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:20,21.4,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:30,21.5,79,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:40,21.5,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 01:50,21,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:00,20.6,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:10,20.3,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:20,20,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:30,19.7,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:40,19.6,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 02:50,19.3,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:00,19,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:10,18.8,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:20,18.6,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:30,18.4,81,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:40,18.2,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 03:50,18.1,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 04:00,18,83,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 04:10,18.1,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-17 04:20,18.1,81,
