station id, station name, valid,povp. T [°C],povp. rel. vla. [%],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:00,20.9,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:10,20.7,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:20,20.5,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:30,20.3,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:40,20.3,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 00:50,20.2,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:00,20.2,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:10,20.5,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:20,20.6,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:30,20.6,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:40,20.5,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 01:50,20.1,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:00,19.9,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:10,19.9,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:20,19.9,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:30,19.9,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:40,19.9,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 02:50,19.8,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:00,19.7,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:10,19.7,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:20,19.6,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:30,19.4,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:40,19.3,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 03:50,19.3,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:00,19.3,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:10,19.2,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:20,19.1,70,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:30,18.9,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:40,18.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 04:50,18.8,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:00,18.8,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:10,18.7,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:20,18.7,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:30,18.6,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:40,18.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 05:50,18.6,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:00,18.6,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:10,18.8,74,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:20,19.3,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:30,19.7,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:40,19.9,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 06:50,20.1,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:00,20.4,68,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:10,20.8,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:20,20.8,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:30,21.3,64,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:40,21.5,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 07:50,21.9,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:00,22.4,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:10,22.5,58,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:20,22.6,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:30,23.1,56,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:40,23.4,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 08:50,23.9,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:00,24.5,49,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:10,24.6,48,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:20,25.3,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:30,25.7,45,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:40,26.1,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 09:50,26.2,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:00,26.9,43,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:10,27.6,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:20,28,40,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:30,28.3,40,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:40,28.7,39,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 10:50,29.4,38,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:00,29.8,37,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:10,29.4,37,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:20,29.5,37,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:30,30.3,36,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:40,30.3,36,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 11:50,30.7,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:00,31.1,33,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:10,31.2,28,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:20,30.9,31,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:30,30.6,31,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:40,30.5,31,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 12:50,30.5,31,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:00,29.7,35,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:10,28.1,37,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:20,28.6,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:30,29.1,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:40,29.8,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 13:50,30.5,30,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:00,31.1,29,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:10,31.4,29,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:20,31.4,30,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:30,31,31,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:40,31.5,30,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 14:50,31.3,30,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:00,31.4,34,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:10,31.4,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:20,31.7,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:30,31.9,32,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:40,31.2,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 15:50,31.6,31,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:00,31.2,31,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:10,31,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:20,31.1,32,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:30,30.9,32,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:40,30.7,33,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 16:50,30.6,34,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:00,30.5,35,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:10,30.4,35,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:20,29.9,37,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:30,29.4,38,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:40,29,40,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 17:50,28.7,42,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:00,28.5,42,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:10,28.3,42,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:20,28.1,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:30,28,43,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:40,27.7,43,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 18:50,27.3,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:00,26.8,48,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:10,26.6,48,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:20,26.3,49,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:30,26,51,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:40,25.8,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 19:50,25.5,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:00,25.2,53,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:10,25,54,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:20,24.7,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:30,24.5,57,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:40,24.5,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 20:50,24.5,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:00,24.3,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:10,24.2,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:20,24.1,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:30,24,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:40,23.9,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 21:50,23.7,62,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:00,23.5,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:10,23.4,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:20,23.3,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:30,23.2,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:40,23.3,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 22:50,23.3,63,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:00,23.2,63,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:10,22.8,67,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:20,21.7,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:30,21.2,70,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:40,20.9,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-01 23:50,20.4,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:00,20.1,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:10,19.5,84,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:20,19,88,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:30,19,89,1.3
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:40,18.8,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 00:50,18.8,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:00,18.6,92,1.6
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:10,18.5,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:20,18.3,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:30,18.3,91,1.2
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:40,18.3,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 01:50,18.4,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:00,18.5,90,0.9
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:10,18.5,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:20,18.5,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:30,18.5,92,0.7
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:40,18.5,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 02:50,18.5,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:00,18.5,92,0.5
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:10,18.4,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:20,18.3,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:30,18.2,92,1.1
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:40,18.2,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 03:50,18.2,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:00,18.2,92,0.3
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:10,18.1,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:20,18.1,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:30,18.1,92,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:40,18.1,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 04:50,18.1,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:00,18.1,94,0.1
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:10,18.1,95,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:20,18.1,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:30,18.1,94,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:40,18,94,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 05:50,17.9,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:00,18,93,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:10,18,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:20,18.1,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:30,18.2,91,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:40,18.3,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 06:50,18.4,88,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:00,18.5,86,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:10,18.7,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:20,18.9,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:30,19,84,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:40,19.1,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 07:50,19.1,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:00,19.1,83,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:10,19.2,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:20,19.3,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:30,19.4,83,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:40,19.4,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 08:50,19.5,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:00,19.6,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:10,19.7,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:20,19.8,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:30,19.9,81,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:40,20.3,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 09:50,20.6,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:00,21.1,75,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:10,21.7,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:20,22.2,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:30,23,69,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:40,23.1,68,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 10:50,22.7,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:00,23.6,66,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:10,24,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:20,24.2,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:30,24.3,58,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:40,24.6,57,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 11:50,25.2,56,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:00,25.7,54,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:10,25.7,53,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:20,26.4,50,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:30,26.7,50,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:40,27.1,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 12:50,27.4,52,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:00,27.8,50,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:10,28.4,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:20,28.5,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:30,28.2,46,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:40,27.8,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 13:50,28.2,44,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:00,28.2,44,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:10,28,45,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:20,27.8,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:30,27.6,46,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:40,27.5,47,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 14:50,27,49,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:00,26.4,51,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:10,26.3,51,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:20,26.7,50,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:30,27.7,48,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:40,28,46,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 15:50,28.4,42,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:00,28.3,42,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:10,28.5,41,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:20,27.1,50,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:30,25.6,56,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:40,25.3,58,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 16:50,25.1,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:00,25.1,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:10,25.4,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:20,25.6,58,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:30,25.3,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:40,25,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 17:50,25,59,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:00,25,59,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:10,25,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:20,25.1,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:30,25,60,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:40,24.8,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 18:50,24.6,61,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:00,24.4,61,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:10,24.4,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:20,24.3,60,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:30,24,62,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:40,23.7,65,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 19:50,23.5,66,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:00,23.3,67,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:10,23.1,69,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:20,22.9,71,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:30,22.8,72,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:40,22.6,72,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 20:50,22.4,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:00,22.3,74,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:10,22.2,75,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:20,22,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:30,21.8,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:40,21.6,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 21:50,21.5,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:00,21.4,76,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:10,21.3,77,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:20,21.2,79,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:30,21,80,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:40,20.8,81,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 22:50,20.5,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:00,20.4,82,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:10,20.1,82,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:20,19.8,83,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:30,19.6,84,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:40,19.4,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-02 23:50,19.3,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:00,19.2,86,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:10,19.2,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:20,19.2,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:30,19.1,85,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:40,19,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 00:50,19,85,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:00,18.9,85,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:10,18.7,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:20,18.6,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:30,18.4,87,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:40,18.3,87,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 01:50,18.3,87,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:00,18.1,88,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:10,18,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:20,18,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:30,17.9,89,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:40,17.9,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 02:50,17.8,90,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:00,17.8,90,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:10,17.6,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:20,17.5,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:30,17.4,91,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:40,17.3,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 03:50,17.1,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:00,17.1,93,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:10,17,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:20,16.9,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:30,16.8,93,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:40,16.8,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 04:50,16.9,93,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:00,16.8,92,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:10,16.7,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:20,16.7,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:30,16.7,92,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:40,16.8,92,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 05:50,17.1,91,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:00,17.4,90,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:10,17.6,89,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:20,17.8,88,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:30,18,87,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:40,18.4,86,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 06:50,18.8,84,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:00,19.2,81,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:10,19.4,80,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:20,19.6,78,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:30,19.8,78,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:40,20,76,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 07:50,20.3,73,
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 08:00,20.7,71,0
_1828,LJUBLJANA - BEŽIGRAD,2022-08-03 08:10,21,69,
